seed,t,cum_eats,cum_danger,cum_awakenings,energy,mb_firing_rate,mb_w_self_mean,mb_to_motor_w_mean,mb_to_motor_w_max,cx_to_motor_w_mean,lh_to_motor_w_mean,seg_to_motor_w_mean,vis_to_mush_w_mean,mirror,awareness_idx,collapse,presence,self_pe
2,82000,3947,240,460,0.7038646333217621,0.02277,0.0537627637386322,0.20660731196403503,1.9999899864196777,0.37270084023475647,0.3841247856616974,0.39425957202911377,0.07094572484493256,0.5302091477822506,0.9111111111111111,0.6325843360690495,0.9989731106457284,0.21176514564768303
2,83000,4006,242,469,0.944169123458862,0.028029999999999996,0.053446706384420395,0.2086663693189621,1.9999899864196777,0.37331610918045044,0.38471606373786926,0.39481234550476074,0.07141394913196564,0.5690180391122122,0.9117647058823529,0.8965995689217483,0.9634071158857385,0.1354381884060829
2,84000,4043,249,475,0.9985231837272645,0.02433,0.05324946716427803,0.20996317267417908,1.9999899864196777,0.373619019985199,0.38494738936424255,0.3951445519924164,0.07171160727739334,0.5780484618634082,0.8787878787878788,0.7855009709376891,0.9635985008822091,0.1911258278664488
2,85000,4077,253,482,0.656752228355408,0.030375,0.053068872541189194,0.21117958426475525,1.9999899864196777,0.3740164637565613,0.3853887915611267,0.3954361081123352,0.07198414206504822,0.6182371248166716,0.9047619047619048,0.5549944680155985,0.9809098093430664,0.12934218103270523
2,86000,4144,258,487,0.9955703438282013,0.025455000000000002,0.05271478742361069,0.21350450813770294,1.9999899864196777,0.37472081184387207,0.3861140012741089,0.39598777890205383,0.07250737398862839,0.5489404185342429,0.9347826086956522,0.8998209371723606,0.962308785735297,0.3297812407130921
2,87000,4196,261,495,0.9557696074485779,0.029885,0.05244164541363716,0.21528461575508118,1.9999899864196777,0.3752194941043854,0.38663241267204285,0.3963381052017212,0.07291710376739502,0.5524377198191661,0.9642857142857143,0.8353467255648781,0.9638351904672535,0.47928570145807353
2,88000,4233,267,503,0.8969910250663758,0.026255,0.052248161286115646,0.2165597528219223,1.9999899864196777,0.37550824880599976,0.38686603307724,0.39655235409736633,0.07321219891309738,0.575399341393932,0.9523809523809523,0.6191386996319035,0.9643198574221905,0.09821259430291661
2,89000,4287,267,512,0.9823082553386686,0.025105000000000002,0.05196705088019371,0.2183544784784317,1.9999899864196777,0.3761645555496216,0.38748857378959656,0.3969031274318695,0.07362823933362961,0.5718775635202,0.9722222222222222,0.8991686473009302,0.9671530390180387,0.6005055644500618
2,90000,4339,272,518,0.9896632336616515,0.02303,0.05169781669974327,0.22009031474590302,1.9999899864196777,0.3765381872653961,0.3878260850906372,0.39726558327674866,0.0740276575088501,0.5894015232329459,0.8214285714285714,0.8082911367546156,0.9693722514391988,0.3480370610661117
2,91000,4375,283,527,0.7903473741769784,0.023975000000000003,0.05151224881410599,0.22124426066875458,1.9999899864196777,0.37675103545188904,0.38802996277809143,0.3975166380405426,0.07430171966552734,0.5710578977173812,0.972972972972973,0.563659134951911,0.9653003251578389,0.14095434960837733
2,92000,4436,294,534,0.9793044830799101,0.02325,0.05119936168193817,0.22322015464305878,1.9999899864196777,0.37718406319618225,0.38843852281570435,0.39788395166397095,0.07478200644254684,0.5683211660447194,0.8928571428571429,0.899060310376308,0.9645015622342933,0.3025085341509967
2,93000,4479,298,543,0.9675512664079667,0.029945,0.05097994580864906,0.22457797825336456,1.9999899864196777,0.37750354409217834,0.3887757956981659,0.3981154263019562,0.0751064345240593,0.6086026111221253,0.8181818181818182,0.7968487811032962,0.9647800765581732,0.2369812832041393
2,94000,4534,317,545,0.8733733569383617,0.030324999999999998,0.05070068687200546,0.22632700204849243,1.9999899864196777,0.3778665065765381,0.38908037543296814,0.3983399569988251,0.07552193850278854,0.5386910033456818,0.9333333333333333,0.6427213460472393,0.9630113978852337,0.11441954713857407
2,95000,4590,318,554,0.9808468719959259,0.02491,0.0504179410636425,0.2280486524105072,1.9999899864196777,0.37824106216430664,0.38949233293533325,0.398550420999527,0.07593956589698792,0.5751878954655262,0.7931034482758621,0.9019860820133649,0.9638358408086412,0.7244423556217172
2,96000,4636,318,563,0.9925982253551484,0.025185,0.0501868836581707,0.22944769263267517,1.9999899864196777,0.3785559833049774,0.38983023166656494,0.39873892068862915,0.07627812027931213,0.5774568856715435,0.8888888888888888,0.8070322516027612,0.9671412596913804,0.345137278555883
2,97000,4683,319,569,0.9428918190717701,0.023715,0.04995189979672432,0.2308405488729477,1.9999899864196777,0.3788330554962158,0.39014455676078796,0.39888250827789307,0.07663152366876602,0.5935443887787116,0.8,0.5774553825499372,0.9679283082929814,0.11702238277554847
